Dataset,Backbone,Horizon,MSEGain_pct,DirectMSE,FinalMSE,DirectMAE,FinalMAE,MSESource,MAESource,DirectMSE_recovered,FinalMSE_recovered,DirectMAE_recovered,FinalMAE_recovered,RecoverySource,RecoveredGain_pct,GainMismatch,DirectMSE_final,FinalMSE_final,DirectMAE_final,FinalMAE_final,MSEMetricSource,MAEMetricSource,AbsoluteMSEImprovement,RecomputedMSEGain_pct,GainConsistencyError
Solar,iTransformer,96,10.467056213791002,0.2040832482227266,0.1827217399083232,0.2299201397461288,0.228564496585452,Experiment37Selected,Experiment37Selected,0.2040832482227266,0.1827217399083232,0.2299201397461288,0.228564496585452,/data/dataset/strong_forecaster/solar_three_backbone_frozen_historical_memory/summary.csv,10.467056213791002,0.0,0.2040832482227266,0.1827217399083232,0.2299201397461288,0.228564496585452,Experiment37Selected,Experiment37Selected,0.02136150831440342,10.467056213791002,0.0
Solar,iTransformer,192,12.877345345882835,0.2446279860377865,0.2131263954630226,0.2635451763610652,0.2575325380871774,Experiment37Selected,Experiment37Selected,0.2446279860377865,0.2131263954630226,0.2635451763610652,0.2575325380871774,/data/dataset/strong_forecaster/solar_three_backbone_frozen_historical_memory/summary.csv,12.87734534588287,3.552713678800501e-14,0.2446279860377865,0.2131263954630226,0.2635451763610652,0.2575325380871774,Experiment37Selected,Experiment37Selected,0.0315015905747639,12.87734534588287,3.552713678800501e-14
Solar,iTransformer,336,13.990738069330709,0.2520724344224862,0.2168056403774507,0.2752909639016128,0.2650860448073997,Experiment37Selected,Experiment37Selected,0.2520724344224862,0.2168056403774507,0.2752909639016128,0.2650860448073997,/data/dataset/strong_forecaster/solar_three_backbone_frozen_historical_memory/summary.csv,13.99073806933073,2.1316282072803006e-14,0.2520724344224862,0.2168056403774507,0.2752909639016128,0.2650860448073997,Experiment37Selected,Experiment37Selected,0.03526679404503552,13.99073806933073,2.1316282072803006e-14
Solar,iTransformer,720,10.861390501766945,0.2526167011589317,0.2251790147733785,0.2759176295601034,0.269137417426183,Experiment37Selected,Experiment37Selected,0.2526167011589317,0.2251790147733785,0.2759176295601034,0.269137417426183,/data/dataset/strong_forecaster/solar_three_backbone_frozen_historical_memory/summary.csv,10.861390501766941,3.552713678800501e-15,0.2526167011589317,0.2251790147733785,0.2759176295601034,0.269137417426183,Experiment37Selected,Experiment37Selected,0.02743768638555319,10.861390501766941,3.552713678800501e-15
Traffic,PatchTST,96,0.0396005749991415,0.3719117060096196,0.3717644268355507,0.2576900387410405,0.2577253494328512,Experiment37Selected,Experiment37Selected,0.4247699346215432,0.4241448302370971,0.2704049930149648,0.271309070701722,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.1471630483930266,0.10756247339388511,0.3719117060096196,0.3717644268355507,0.2576900387410405,0.2577253494328512,Experiment37Selected,Experiment37Selected,0.0001472791740688706,0.039600574999126587,1.4911682999496634e-14
Traffic,PatchTST,192,0.0627400133290118,0.3917456332311953,0.3914998519686902,0.2652779459879735,0.2652809101389082,Experiment37Selected,Experiment37Selected,0.4495175529060597,0.4485409267702698,0.2836303837921569,0.2835882367254945,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.21726095665812872,0.15452094332911692,0.3917456332311953,0.3914998519686902,0.2652779459879735,0.2652809101389082,Experiment37Selected,Experiment37Selected,0.0002457812625051292,0.06274001332902598,1.4183099139586375e-14
Traffic,PatchTST,336,0.0381979725126247,0.406908366789165,0.4067529360430673,0.2723713543362867,0.2724762297710443,Experiment37Selected,Experiment37Selected,0.489704117824985,0.4891287448260126,0.2999955201452051,0.2998413293294718,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.11749400873489395,0.07929603622226924,0.406908366789165,0.4067529360430673,0.2723713543362867,0.2724762297710443,Experiment37Selected,Experiment37Selected,0.00015543074609769558,0.038197972512624766,6.245004513516506e-17
Traffic,PatchTST,720,0.0117000498058502,0.4386681230826301,0.4386167986937471,0.2922233471023729,0.2923208931808042,Experiment37Selected,Experiment37Selected,0.5346201621328738,0.5346201621328738,0.3199026773509825,0.3199026773509825,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.0,0.0117000498058502,0.4386681230826301,0.4386167986937471,0.2922233471023729,0.2923208931808042,Experiment37Selected,Experiment37Selected,5.1324388883000616e-05,0.01170004980583758,1.2620113287731272e-14
Traffic,SegMoE,96,0.0318602259029182,0.3664770527038604,0.3663602922869866,0.2465796588848408,0.2466234416104168,Experiment37Selected,Experiment37Selected,,,,,,,,0.3664770527038604,0.3663602922869866,0.2465796588848408,0.2466234416104168,Experiment37Selected,Experiment37Selected,0.00011676041687380678,0.031860225902918274,7.632783294297951e-17
Traffic,SegMoE,192,0.0143805768175281,0.3835089048112506,0.3834537540185921,0.2547590737354641,0.2548348317511931,Experiment37Selected,Experiment37Selected,,,,,,,,0.3835089048112506,0.3834537540185921,0.2547590737354641,0.2548348317511931,Experiment37Selected,Experiment37Selected,5.5150792658498204e-05,0.014380576817542597,1.4497084088738177e-14
Traffic,SegMoE,336,0.0079347833492626,0.3990932773047924,0.3990616101178768,0.2638411821560103,0.2639010975241485,Experiment37Selected,Experiment37Selected,,,,,,,,0.3990932773047924,0.3990616101178768,0.2638411821560103,0.2639010975241485,Experiment37Selected,Experiment37Selected,3.1667186915607104e-05,0.007934783349262606,5.204170427930421e-18
Traffic,SegMoE,720,0.0343553005403035,0.4430367654041073,0.4428845587918487,0.2896020631048043,0.2897453432473728,Experiment37Selected,Experiment37Selected,,,,,,,,0.4430367654041073,0.4428845587918487,0.2896020631048043,0.2897453432473728,Experiment37Selected,Experiment37Selected,0.00015220661225862075,0.03435530054030357,6.938893903907228e-17
Traffic,TimeMixer,96,0.1078037743318605,0.4759760206865044,0.4754629005712898,0.3027581799002423,0.3022218785471851,Experiment37Selected,Experiment37Selected,0.5234138620750829,0.5231342193891508,0.3177312494826184,0.3173232731938839,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.053426687024185744,0.05437708730767476,0.4759760206865044,0.4754629005712898,0.3027581799002423,0.3022218785471851,Experiment37Selected,Experiment37Selected,0.0005131201152145937,0.1078037743318489,1.1601830607332886e-14
Traffic,TimeMixer,192,0.1951055176391097,0.4850800259496363,0.4841336080540434,0.3087460092251914,0.3080588909806448,Experiment37Selected,Experiment37Selected,0.5299574814900815,0.529489044927015,0.3197451698733339,0.3192034594773791,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.0883913482548441,0.10671416938426559,0.4850800259496363,0.4841336080540434,0.3087460092251914,0.3080588909806448,Experiment37Selected,Experiment37Selected,0.0009464178955929103,0.1951055176390983,1.1379786002407855e-14
Traffic,TimeMixer,336,0.1739043351429163,0.498642347762079,0.4977751871024624,0.3143314539443401,0.3139193103289484,Experiment37Selected,Experiment37Selected,0.5534443327947386,0.55329652900496,0.322841766800761,0.3229325704271306,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.0267061709769916,0.1471981641659247,0.498642347762079,0.4977751871024624,0.3143314539443401,0.3139193103289484,Experiment37Selected,Experiment37Selected,0.000867160659616617,0.17390433514290526,1.1046719095020308e-14
Traffic,TimeMixer,720,-0.0056374231598761,0.5320848980115259,0.5321148938887966,0.3268207321282951,0.3268085816259822,Experiment37Selected,Experiment37Selected,0.5938217026917308,0.593967979835099,0.3409823810098218,0.3411809965717018,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,-0.02463317569988843,0.018995752540012328,0.5320848980115259,0.5321148938887966,0.3268207321282951,0.3268085816259822,Experiment37Selected,Experiment37Selected,-2.9995877270705407e-05,-0.005637423159876197,9.71445146547012e-17
Traffic,iTransformer,96,0.3440376151191087,0.4111624751865889,0.4097479216126922,0.2806010096249042,0.2795653891966414,Experiment37Selected,Experiment37Selected,0.4690736854829666,0.4663650592983159,0.2981723688440242,0.2952177488940082,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.5774415125977118,0.23340389747860313,0.4111624751865889,0.4097479216126922,0.2806010096249042,0.2795653891966414,Experiment37Selected,Experiment37Selected,0.001414553573896693,0.34403761511912223,1.354472090042691e-14
Traffic,iTransformer,192,0.1609932742243773,0.4282365687097482,0.4275471366363562,0.2864257248126163,0.2856320951021556,Experiment37Selected,Experiment37Selected,0.487140675547518,0.4851267310245925,0.3041761411924288,0.3007091546751077,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.41342154823387894,0.25242827400950163,0.4282365687097482,0.4275471366363562,0.2864257248126163,0.2856320951021556,Experiment37Selected,Experiment37Selected,0.0006894320733920045,0.1609932742243903,1.301736496372996e-14
Traffic,iTransformer,336,-0.274876714418689,0.4443371749152441,0.445558554342592,0.2944810058387463,0.2944687078898649,Experiment37Selected,Experiment37Selected,0.5163068628954497,0.5139547838678186,0.311595000414632,0.3097251388982381,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.45555835040438236,0.7304350648230713,0.4443371749152441,0.445558554342592,0.2944810058387463,0.2944687078898649,Experiment37Selected,Experiment37Selected,-0.0012213794273479017,-0.27487671441870154,1.2545520178264269e-14
Traffic,iTransformer,720,0.3663018768493395,0.4770733836085278,0.4753258548504211,0.312971908039808,0.3121890899206157,Experiment37Selected,Experiment37Selected,0.5586936031241402,0.5575821241996786,0.3310696136485551,0.3302939823673881,/data/dataset/strong_forecaster/traffic_three_backbone_frozen_historical_memory/summary.csv,0.198942482649949,0.16735939419939053,0.4770733836085278,0.4753258548504211,0.312971908039808,0.3121890899206157,Experiment37Selected,Experiment37Selected,0.0017475287581066867,0.3663018768493395,0.0
Weather,PatchTST,96,1.503275177115733,0.149690249945833,,0.1978163951808312,,Missing,Missing,0.149690249945833,0.1474399935758348,0.1978163951808312,0.1964175751595484,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,1.5032751771157333,2.220446049250313e-16,0.149690249945833,0.1474399935758348,0.1978163951808312,0.1964175751595484,HistoricalRecovery,HistoricalRecovery,0.0022502563699982048,1.5032751771157333,2.220446049250313e-16
Weather,PatchTST,192,2.203906908701543,0.1947748265644509,,0.2408530072696432,,Missing,Missing,0.1947748265644509,0.1904821707053855,0.2408530072696432,0.2380721999040068,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,2.203906908701543,0.0,0.1947748265644509,0.1904821707053855,0.2408530072696432,0.2380721999040068,HistoricalRecovery,HistoricalRecovery,0.004292655859065381,2.203906908701543,0.0
Weather,PatchTST,336,2.26715573421446,0.2469004297119012,,0.281547886687564,,Missing,Missing,0.2469004297119012,0.2413028124618877,0.281547886687564,0.2799201052462586,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,2.2671557342144593,8.881784197001252e-16,0.2469004297119012,0.2413028124618877,0.281547886687564,0.2799201052462586,HistoricalRecovery,HistoricalRecovery,0.005597617250013509,2.2671557342144593,8.881784197001252e-16
Weather,PatchTST,720,2.128002822003059,0.320894337761208,,0.3343510497044519,,Missing,Missing,0.320894337761208,0.3140656971980015,0.3343510497044519,0.3317040486823336,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,2.128002822003059,0.0,0.320894337761208,0.3140656971980015,0.3343510497044519,0.3317040486823336,HistoricalRecovery,HistoricalRecovery,0.006828640563206534,2.128002822003059,0.0
Weather,SegMoE,96,1.3006559939347015,0.1450168227850863,0.1431306527873184,0.1886523187598445,0.1878701997855639,Experiment37Selected,Experiment37Selected,,,,,,,,0.1450168227850863,0.1431306527873184,0.1886523187598445,0.1878701997855639,Experiment37Selected,Experiment37Selected,0.0018861699977678892,1.3006559939347018,2.220446049250313e-16
Weather,SegMoE,192,1.9536379213667945,0.1894249036843081,0.1857242269334189,0.2322745690726078,0.2308987881216673,Experiment37Selected,Experiment37Selected,,,,,,,,0.1894249036843081,0.1857242269334189,0.2322745690726078,0.2308987881216673,Experiment37Selected,Experiment37Selected,0.003700676750889198,1.9536379213668096,1.509903313490213e-14
Weather,SegMoE,336,2.533651817423899,0.2422090328317391,0.2360722992694329,0.2740534449040428,0.2725723616488014,Experiment37Selected,Experiment37Selected,,,,,,,,0.2422090328317391,0.2360722992694329,0.2740534449040428,0.2725723616488014,Experiment37Selected,Experiment37Selected,0.006136733562306207,2.5336518174238996,4.440892098500626e-16
Weather,SegMoE,720,2.446978941953745,0.3183388763414138,0.3105491910732872,0.3290919562569548,0.3263438009313049,Experiment37Selected,Experiment37Selected,,,,,,,,0.3183388763414138,0.3105491910732872,0.3290919562569548,0.3263438009313049,Experiment37Selected,Experiment37Selected,0.007789685268126567,2.446978941953745,0.0
Weather,TimeMixer,96,1.0122338388547292,0.1620690931032035,,0.2079500027553629,,Missing,Missing,0.1620690931032035,0.1604285749004879,0.2079500027553629,0.2073850765118,/data/dataset/strong_forecaster/three_backbone_integrated_evidence/integrated_48_condition_table.csv,1.0122338388547292,0.0,0.1620690931032035,0.1604285749004879,0.2079500027553629,0.2073850765118,HistoricalRecovery,HistoricalRecovery,0.0016405182027156018,1.0122338388547292,0.0
Weather,TimeMixer,192,1.508427917066144,0.2086609939346848,,0.2525525820852053,,Missing,Missing,0.2086609939346848,0.2055134932501463,0.2525525820852053,0.2511058835366359,/data/dataset/strong_forecaster/three_backbone_integrated_evidence/integrated_48_condition_table.csv,1.508427917066144,0.0,0.2086609939346848,0.2055134932501463,0.2525525820852053,0.2511058835366359,HistoricalRecovery,HistoricalRecovery,0.003147500684538479,1.508427917066144,0.0
Weather,TimeMixer,336,1.7426193912560282,0.2632683886042486,,0.2907294589465656,,Missing,Missing,0.2632683886042486,0.2586806226133837,0.2907294589465656,0.2897364008990197,/data/dataset/strong_forecaster/three_backbone_integrated_evidence/integrated_48_condition_table.csv,1.742619391256028,2.220446049250313e-16,0.2632683886042486,0.2586806226133837,0.2907294589465656,0.2897364008990197,HistoricalRecovery,HistoricalRecovery,0.0045877659908649115,1.742619391256028,2.220446049250313e-16
Weather,TimeMixer,720,2.9946186282597944,0.3446384153930386,,0.3433323235063147,,Missing,Missing,0.3446384153930386,0.3343178092055393,0.3433323235063147,0.3397756003040678,/data/dataset/strong_forecaster/three_backbone_integrated_evidence/integrated_48_condition_table.csv,2.9946186282597944,0.0,0.3446384153930386,0.3343178092055393,0.3433323235063147,0.3397756003040678,HistoricalRecovery,HistoricalRecovery,0.010320606187499304,2.9946186282597944,0.0
Weather,iTransformer,96,4.201640517278116,0.173287187550216,,0.2122102898961132,,Missing,Missing,0.173287187550216,0.1660062828668544,0.2122102898961132,0.2093498261658877,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,4.201640517278116,0.0,0.173287187550216,0.1660062828668544,0.2122102898961132,0.2093498261658877,HistoricalRecovery,HistoricalRecovery,0.007280904683361594,4.201640517278116,0.0
Weather,iTransformer,192,4.471502166601046,0.2244360742003661,,0.2577194748080687,,Missing,Missing,0.2244360742003661,0.2144004102798624,0.2577194748080687,0.2535014721433571,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,4.471502166601046,0.0,0.2244360742003661,0.2144004102798624,0.2577194748080687,0.2535014721433571,HistoricalRecovery,HistoricalRecovery,0.010035663920503701,4.471502166601046,0.0
Weather,iTransformer,336,4.336659488185296,0.2827324813287091,,0.2994811512745574,,Missing,Missing,0.2827324813287091,0.2704713363509859,0.2994811512745574,0.296606759301557,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,4.336659488185295,8.881784197001252e-16,0.2827324813287091,0.2704713363509859,0.2994811512745574,0.296606759301557,HistoricalRecovery,HistoricalRecovery,0.012261144977723182,4.336659488185295,8.881784197001252e-16
Weather,iTransformer,720,3.80921523842684,0.3579077783525667,,0.3497195039185834,,Missing,Missing,0.3579077783525667,0.3442743007200458,0.3497195039185834,0.3446864636013554,/data/dataset/strong_forecaster/cross_backbone_integrated_evidence/integrated_32_condition_table.csv,3.80921523842684,0.0,0.3579077783525667,0.3442743007200458,0.3497195039185834,0.3446864636013554,HistoricalRecovery,HistoricalRecovery,0.01363347763252093,3.80921523842684,0.0

