Backbone,Dataset,Horizon,Channels,Protocol,TrainingPrecision,OptimizerBackend,SDPABackend,Direct_MSE,Final_MSE,Direct_MAE,Final_MAE,Retrieval_MSE,Scalar_MSE,RawAdaptive_MSE,Oracle_MSE,ScalarAlpha,ShrinkLambda,RawMeanAlpha,FinalMeanAlpha,Validation_Direct_MSE,Validation_Final_MSE,Validation_Gain_pct,MSEGain_pct,MAEGain_pct,ImprovedChannelFraction,OracleHeadroom_pct,GateBestEpoch,SegMoEBestEpoch,SegMoECommit,TestAnchors,RuntimeMinutes,CI_Low,CI_High,SignificantPositive,SignificantNegative
SegMoE,TrafficFull862,96,862,TrafficFull862SegMoEOOFReranker36B,FP32,AdamW_nonfused,math_only,0.3664770527038604,0.3663602922869866,0.2465796588848408,0.2466234416104168,3.1583125690758336,0.3664770527038604,0.3661665139722863,0.3428771657101125,0.0,0.25,0.0090681579266644,0.0022670394816661,0.3228340091724963,0.3228321561104068,0.0005739984130687,0.0318602259029182,-0.0177560167671977,0.8921113689095128,6.439662952872065,6,4,420fb3e22fea229ac685efb00dac0d222c8e48bf,3413,33.69971574544907,7.018633863547313e-05,0.0001648994383707,True,False
SegMoE,TrafficFull862,192,862,TrafficFull862SegMoEOOFReranker36B,FP32,AdamW_nonfused,math_only,0.3835089048112506,0.3834537540185921,0.2547590737354641,0.2548348317511931,3.3238115227548666,0.3835089048112506,0.3834186360921059,0.3669793155797874,0.0,0.25,0.0064513108658679,0.0016128277164669,0.3314038673014373,0.331388186295556,0.0047316906736703,0.0143805768175281,-0.0297371216727204,0.6206496519721578,4.310092679490315,8,4,420fb3e22fea229ac685efb00dac0d222c8e48bf,3317,63.4585236231486,3.434242880017347e-05,7.396870985389079e-05,True,False
SegMoE,TrafficFull862,336,862,TrafficFull862SegMoEOOFReranker36B,FP32,AdamW_nonfused,math_only,0.3990932773047924,0.3990616101178768,0.2638411821560103,0.2639010975241485,3.4296322222229367,0.3990932773047924,0.3990733619582443,0.3879656116123028,0.0,0.25,0.0047360189178142,0.0011840047294535,0.3499269983300756,0.349913587409736,0.0038324908919784,0.0079347833492626,-0.0227088764720302,0.5208816705336426,2.788236817126649,8,4,420fb3e22fea229ac685efb00dac0d222c8e48bf,3173,107.90121961434684,2.35239310930326e-05,3.863932829605004e-05,True,False
SegMoE,TrafficFull862,720,862,TrafficFull862SegMoEOOFReranker36B,FP32,AdamW_nonfused,math_only,0.4430367654041073,0.4428845587918487,0.2896020631048043,0.2897453432473728,3.408947762943162,0.4430367654041073,0.4430022490172187,0.433870472564332,0.0,0.5,0.0146749056502947,0.0073374528251473,0.4027088760783734,0.4026191681444734,0.0222761253175368,0.0343553005403035,-0.0494748348932459,0.6403712296983759,2.068968888262461,6,4,420fb3e22fea229ac685efb00dac0d222c8e48bf,2789,182.78648519913355,0.0001223098990223,0.0001817641366378,True,False

