Backbone,Dataset,Horizon,Channels,Protocol,TrainingPrecision,OptimizerBackend,SDPABackend,Direct_MSE,Final_MSE,Direct_MAE,Final_MAE,Retrieval_MSE,Scalar_MSE,RawAdaptive_MSE,Oracle_MSE,ScalarAlpha,ShrinkLambda,RawMeanAlpha,FinalMeanAlpha,Validation_Direct_MSE,Validation_Final_MSE,Validation_Gain_pct,MSEGain_pct,MAEGain_pct,ImprovedChannelFraction,OracleHeadroom_pct,GateBestEpoch,SegMoEBestEpoch,SegMoECommit,TestAnchors,RuntimeMinutes,CI_Low,CI_High,SignificantPositive,SignificantNegative,Paper_SegMoE_ECL_MSE,Direct_vs_Paper_pct
SegMoE,ElectricityFull321,96,321,ElectricityFull321SegMoEOOFReranker36A,FP32,AdamW_nonfused,math_only,0.1310534728391639,0.130372734604499,0.225168733502784,0.2253892782407869,1.5341090251085192,0.1310534728391639,0.1303185556761333,0.1213875915763746,0.0,0.75,0.0094208710581748,0.0070656532929121,0.1112314995296376,0.1110017917804707,0.206513218052691,0.519435479211152,-0.0979464309151834,0.2616822429906542,7.375524702540177,4,7,420fb3e22fea229ac685efb00dac0d222c8e48bf,5165,19.359009448687235,0.0004529985469213,0.0009459846651782,True,False,0.132,-0.7170660309364371
SegMoE,ElectricityFull321,192,321,ElectricityFull321SegMoEOOFReranker36A,FP32,AdamW_nonfused,math_only,0.1487835852561396,0.148368950057832,0.2420533501093928,0.2421817553247262,1.569752275837098,0.1487835852561396,0.1483216005632125,0.1402208008826883,0.0,0.5,0.0112872494644258,0.0056436247322129,0.1248975612505342,0.1247983558753673,0.0794293933153205,0.2786834297572532,-0.0530483115707395,0.4018691588785046,5.755194270060069,8,7,420fb3e22fea229ac685efb00dac0d222c8e48bf,5069,36.85906525452932,0.0002957525040052,0.0005549872147085,True,False,0.149,-0.1452447945371732
SegMoE,ElectricityFull321,336,321,ElectricityFull321SegMoEOOFReranker36A,FP32,AdamW_nonfused,math_only,0.166728684018765,0.1662401201674203,0.2612688590206781,0.2614591146115718,1.6006337714259755,0.166728684018765,0.1662673706452617,0.1572885910555526,0.0,0.5,0.0150397757054815,0.0075198878527407,0.142882129202241,0.1427402090306818,0.0993267474047044,0.2930292734090838,-0.0728198498691273,0.6292834890965732,5.661948943440267,10,7,420fb3e22fea229ac685efb00dac0d222c8e48bf,4925,64.14177222649256,0.0003482458153124,0.0006380187122501,True,False,0.167,-0.16246465942215815
SegMoE,ElectricityFull321,720,321,ElectricityFull321SegMoEOOFReranker36A,FP32,AdamW_nonfused,math_only,0.2109205730183504,0.2101883379519447,0.3013443849486819,0.3020732212234451,1.6690793047281145,0.2109205730183504,0.2109710426516207,0.1964874340070158,0.0,0.75,0.0200687545263315,0.0150515659270522,0.1812516812241486,0.1808113085243387,0.2429619945236674,0.3471615195839518,-0.2418615747186865,0.6542056074766355,6.842926133184235,6,7,420fb3e22fea229ac685efb00dac0d222c8e48bf,4541,117.51682999928792,0.0001603783721724,0.0013123990763187,True,False,0.209,0.9189344585408676

